time,potential,pair
12/5/2023 0:20,1720,76.2 to 78.2
12/5/2023 0:21,2960,152.4 to 154.4
12/5/2023 0:22,480,226.6 to 228.6
12/5/2023 0:23,765,2 to 78.2
12/5/2023 0:25,759,2 to 154.4
12/5/2023 0:26,747,2 to 228.6
12/5/2023 2:19,24,2 to 4
12/5/2023 2:20,1710,76.2 to 78.2
12/5/2023 2:21,3000,152.4 to 154.4
12/5/2023 2:22,570,226.6 to 228.6
12/5/2023 2:24,760,2 to 78.2
12/5/2023 2:25,754,2 to 154.4
12/5/2023 2:26,744,2 to 228.6
12/5/2023 4:19,23,2 to 4
12/5/2023 4:20,1690,76.2 to 78.2
12/5/2023 4:21,3010,152.4 to 154.4
12/5/2023 4:22,544,226.6 to 228.6
12/5/2023 4:24,754,2 to 78.2
12/5/2023 4:25,746,2 to 154.4
12/5/2023 4:26,736,2 to 228.6
12/5/2023 6:19,23,2 to 4
12/5/2023 6:20,1680,76.2 to 78.2
12/5/2023 6:21,3030,152.4 to 154.4
12/5/2023 6:22,540,226.6 to 228.6
12/5/2023 6:24,754,2 to 78.2
12/5/2023 6:25,745,2 to 154.4
12/5/2023 6:26,734,2 to 228.6
12/5/2023 7:19,22,2 to 4
12/5/2023 7:20,1650,76.2 to 78.2
12/5/2023 7:21,2920,152.4 to 154.4
12/5/2023 7:22,544,226.6 to 228.6
12/5/2023 7:24,752,2 to 78.2
12/5/2023 7:25,742,2 to 154.4
12/5/2023 7:26,731,2 to 228.6
12/5/2023 8:19,21,2 to 4
12/5/2023 8:20,1640,76.2 to 78.2
12/5/2023 8:21,2890,152.4 to 154.4
12/5/2023 8:22,551,226.6 to 228.6
12/5/2023 8:24,751,2 to 78.2
12/5/2023 8:25,741,2 to 154.4
12/5/2023 8:26,730,2 to 228.6
12/5/2023 10:19,22,2 to 4
12/5/2023 10:20,1650,76.2 to 78.2
12/5/2023 10:21,3030,152.4 to 154.4
12/5/2023 10:22,539,226.6 to 228.6
12/5/2023 10:24,762,2 to 78.2
12/5/2023 10:25,753,2 to 154.4
12/5/2023 10:26,743,2 to 228.6
12/5/2023 11:19,23,2 to 4
12/5/2023 11:20,1640,76.2 to 78.2
12/5/2023 11:21,2910,152.4 to 154.4
12/5/2023 11:22,519,226.6 to 228.6
12/5/2023 11:24,800,2 to 78.2
12/5/2023 11:25,790,2 to 154.4
12/5/2023 11:26,779,2 to 228.6
12/5/2023 12:19,25,2 to 4
12/5/2023 12:20,1630,76.2 to 78.2
12/5/2023 12:21,2860,152.4 to 154.4
12/5/2023 12:22,633,226.6 to 228.6
12/5/2023 12:24,850,2 to 78.2
12/5/2023 12:25,838,2 to 154.4
12/5/2023 12:26,829,2 to 228.6
12/5/2023 14:19,29,2 to 4
12/5/2023 14:20,1670,76.2 to 78.2
12/5/2023 14:21,3000,152.4 to 154.4
12/5/2023 14:22,573,226.6 to 228.6
12/5/2023 14:24,879,2 to 78.2
12/5/2023 14:25,866,2 to 154.4
12/5/2023 14:26,853,2 to 228.6
12/5/2023 15:19,29,2 to 4
12/5/2023 15:20,1650,76.2 to 78.2
12/5/2023 15:21,2890,152.4 to 154.4
12/5/2023 15:23,617,226.6 to 228.6
12/5/2023 15:24,904,2 to 78.2
12/5/2023 15:25,888,2 to 154.4
12/5/2023 15:26,875,2 to 228.6
12/5/2023 16:19,28,2 to 4
12/5/2023 16:20,1640,76.2 to 78.2
12/5/2023 16:21,2860,152.4 to 154.4
12/5/2023 16:23,539,226.6 to 228.6
12/5/2023 16:24,881,2 to 78.2
12/5/2023 16:25,866,2 to 154.4
12/5/2023 16:26,852,2 to 228.6
12/5/2023 18:19,29,2 to 4
12/5/2023 18:20,1660,76.2 to 78.2
12/5/2023 18:21,3000,152.4 to 154.4
12/5/2023 18:23,483,226.6 to 228.6
12/5/2023 18:24,859,2 to 78.2
12/5/2023 18:25,843,2 to 154.4
12/5/2023 18:26,827,2 to 228.6
12/5/2023 19:19,27,2 to 4
12/5/2023 19:20,1640,76.2 to 78.2
12/5/2023 19:21,2860,152.4 to 154.4
12/5/2023 19:23,528,226.6 to 228.6
12/5/2023 19:24,852,2 to 78.2
12/5/2023 19:25,836,2 to 154.4
12/5/2023 19:26,820,2 to 228.6
12/5/2023 20:19,27,2 to 4
12/5/2023 20:20,1620,76.2 to 78.2
12/5/2023 20:21,2830,152.4 to 154.4
12/5/2023 20:23,512,226.6 to 228.6
12/5/2023 20:24,847,2 to 78.2
12/5/2023 20:25,830,2 to 154.4
12/5/2023 20:26,815,2 to 228.6
12/5/2023 22:19,27,2 to 4
12/5/2023 22:20,1640,76.2 to 78.2
12/5/2023 22:21,2980,152.4 to 154.4
12/5/2023 22:23,478,226.6 to 228.6
12/5/2023 22:24,798,2 to 78.2
12/5/2023 22:25,779,2 to 154.4
12/5/2023 22:26,763,2 to 228.6
12/6/2023 0:19,26,2 to 4
12/6/2023 0:20,1660,76.2 to 78.2
12/6/2023 0:21,3010,152.4 to 154.4
12/6/2023 0:23,401,226.6 to 228.6
12/6/2023 0:24,784,2 to 78.2
12/6/2023 0:25,766,2 to 154.4
12/6/2023 0:26,749,2 to 228.6
12/6/2023 2:19,16,2 to 4
12/6/2023 2:20,1650,76.2 to 78.2
12/6/2023 2:21,3020,152.4 to 154.4
12/6/2023 2:23,409,226.6 to 228.6
12/6/2023 2:24,727,2 to 78.2
12/6/2023 2:25,707,2 to 154.4
12/6/2023 2:26,690,2 to 228.6
12/6/2023 4:19,21,2 to 4
12/6/2023 4:20,1650,76.2 to 78.2
12/6/2023 4:21,3040,152.4 to 154.4
12/6/2023 4:23,388,226.6 to 228.6
12/6/2023 4:24,698,2 to 78.2
12/6/2023 4:25,677,2 to 154.4
12/6/2023 4:26,660,2 to 228.6
12/6/2023 6:19,19,2 to 4
12/6/2023 6:20,1670,76.2 to 78.2
12/6/2023 6:22,3060,152.4 to 154.4
12/6/2023 6:23,333,226.6 to 228.6
12/6/2023 6:24,679,2 to 78.2
12/6/2023 6:25,655,2 to 154.4
12/6/2023 6:26,636,2 to 228.6
12/6/2023 7:19,18,2 to 4
12/6/2023 7:20,1650,76.2 to 78.2
12/6/2023 7:22,2940,152.4 to 154.4
12/6/2023 7:23,266,226.6 to 228.6
12/6/2023 7:24,692,2 to 78.2
12/6/2023 7:25,668,2 to 154.4
12/6/2023 7:26,646,2 to 228.6
12/6/2023 8:19,17,2 to 4
12/6/2023 8:20,1640,76.2 to 78.2
12/6/2023 8:22,2940,152.4 to 154.4
12/6/2023 8:23,311,226.6 to 228.6
12/6/2023 8:24,668,2 to 78.2
12/6/2023 8:25,642,2 to 154.4
12/6/2023 8:26,621,2 to 228.6
12/6/2023 10:19,18,2 to 4
12/6/2023 10:20,1660,76.2 to 78.2
12/6/2023 10:22,3110,152.4 to 154.4
12/6/2023 10:23,294,226.6 to 228.6
12/6/2023 10:24,692,2 to 78.2
12/6/2023 10:25,670,2 to 154.4
12/6/2023 10:26,648,2 to 228.6
12/6/2023 11:19,19,2 to 4
12/6/2023 11:20,1660,76.2 to 78.2
12/6/2023 11:22,2890,152.4 to 154.4
12/6/2023 11:23,216,226.6 to 228.6
12/6/2023 11:24,777,2 to 78.2
12/6/2023 11:25,754,2 to 154.4
12/6/2023 11:26,728,2 to 228.6
12/6/2023 12:19,19,2 to 4
12/6/2023 12:20,1670,76.2 to 78.2
12/6/2023 12:22,2770,152.4 to 154.4
12/6/2023 12:23,157,226.6 to 228.6
12/6/2023 12:24,819,2 to 78.2
12/6/2023 12:25,794,2 to 154.4
12/6/2023 12:26,770,2 to 228.6
12/6/2023 14:19,22,2 to 4
12/6/2023 14:20,1720,76.2 to 78.2
12/6/2023 14:22,2930,152.4 to 154.4
12/6/2023 14:23,205,226.6 to 228.6
12/6/2023 14:24,850,2 to 78.2
12/6/2023 14:25,823,2 to 154.4
12/6/2023 14:26,793,2 to 228.6
12/6/2023 15:19,22,2 to 4
12/6/2023 15:20,1710,76.2 to 78.2
12/6/2023 15:22,2810,152.4 to 154.4
12/6/2023 15:23,73,226.6 to 228.6
12/6/2023 15:24,855,2 to 78.2
12/6/2023 15:25,828,2 to 154.4
12/6/2023 15:26,796,2 to 228.6
12/6/2023 16:19,22,2 to 4
12/6/2023 16:20,1700,76.2 to 78.2
12/6/2023 16:22,2800,152.4 to 154.4
12/6/2023 16:23,54,226.6 to 228.6
12/6/2023 16:24,853,2 to 78.2
12/6/2023 16:25,827,2 to 154.4
12/6/2023 16:26,791,2 to 228.6
12/6/2023 18:19,-1,2 to 4
12/6/2023 18:20,1740,76.2 to 78.2
12/6/2023 18:22,3090,152.4 to 154.4
12/6/2023 18:23,125,226.6 to 228.6
12/6/2023 18:24,743,2 to 78.2
12/6/2023 18:25,715,2 to 154.4
12/6/2023 18:26,678,2 to 228.6
12/6/2023 19:19,19,2 to 4
12/6/2023 19:20,1700,76.2 to 78.2
12/6/2023 19:22,2940,152.4 to 154.4
12/6/2023 19:23,131,226.6 to 228.6
12/6/2023 19:24,738,2 to 78.2
12/6/2023 19:25,710,2 to 154.4
12/6/2023 19:26,672,2 to 228.6
12/6/2023 20:19,18,2 to 4
12/6/2023 20:21,1680,76.2 to 78.2
12/6/2023 20:22,2910,152.4 to 154.4
12/6/2023 20:23,119,226.6 to 228.6
12/6/2023 20:24,740,2 to 78.2
12/6/2023 20:25,712,2 to 154.4
12/6/2023 20:26,675,2 to 228.6
12/6/2023 22:19,20,2 to 4
12/6/2023 22:21,1690,76.2 to 78.2
12/6/2023 22:22,3020,152.4 to 154.4
12/6/2023 22:23,106,226.6 to 228.6
12/6/2023 22:24,777,2 to 78.2
12/6/2023 22:25,749,2 to 154.4
12/6/2023 22:26,710,2 to 228.6
12/7/2023 0:19,20,2 to 4
12/7/2023 0:21,1690,76.2 to 78.2
12/7/2023 0:22,3050,152.4 to 154.4
12/7/2023 0:23,158,226.6 to 228.6
12/7/2023 0:24,766,2 to 78.2
12/7/2023 0:25,738,2 to 154.4
12/7/2023 0:26,702,2 to 228.6
12/7/2023 2:19,20,2 to 4
12/7/2023 2:21,1700,76.2 to 78.2
12/7/2023 2:22,3060,152.4 to 154.4
12/7/2023 2:23,164,226.6 to 228.6
12/7/2023 2:24,768,2 to 78.2
12/7/2023 2:25,740,2 to 154.4
12/7/2023 2:26,704,2 to 228.6
12/7/2023 4:19,20,2 to 4
12/7/2023 4:21,1700,76.2 to 78.2
12/7/2023 4:22,3060,152.4 to 154.4
12/7/2023 4:23,130,226.6 to 228.6
12/7/2023 4:24,781,2 to 78.2
12/7/2023 4:25,752,2 to 154.4
12/7/2023 4:26,714,2 to 228.6
12/7/2023 6:19,21,2 to 4
12/7/2023 6:21,1710,76.2 to 78.2
12/7/2023 6:22,3060,152.4 to 154.4
12/7/2023 6:23,97,226.6 to 228.6
12/7/2023 6:24,792,2 to 78.2
12/7/2023 6:25,761,2 to 154.4
12/7/2023 6:26,720,2 to 228.6
12/7/2023 7:19,20,2 to 4
12/7/2023 7:21,1680,76.2 to 78.2
12/7/2023 7:22,2910,152.4 to 154.4
12/7/2023 7:23,85,226.6 to 228.6
12/7/2023 7:24,794,2 to 78.2
12/7/2023 7:25,763,2 to 154.4
12/7/2023 7:26,723,2 to 228.6
12/7/2023 8:19,19,2 to 4
12/7/2023 8:21,1670,76.2 to 78.2
12/7/2023 8:22,2850,152.4 to 154.4
12/7/2023 8:23,99,226.6 to 228.6
12/7/2023 8:24,792,2 to 78.2
12/7/2023 8:25,761,2 to 154.4
12/7/2023 8:26,721,2 to 228.6
12/7/2023 10:19,23,2 to 4
12/7/2023 10:21,1720,76.2 to 78.2
12/7/2023 10:22,2820,152.4 to 154.4
12/7/2023 10:23,52,226.6 to 228.6
12/7/2023 10:24,845,2 to 78.2
12/7/2023 10:25,810,2 to 154.4
12/7/2023 10:26,765,2 to 228.6
12/7/2023 11:20,23,2 to 4
12/7/2023 11:21,1700,76.2 to 78.2
12/7/2023 11:22,2670,152.4 to 154.4
12/7/2023 11:23,69,226.6 to 228.6
12/7/2023 11:24,873,2 to 78.2
12/7/2023 11:25,840,2 to 154.4
12/7/2023 11:26,796,2 to 228.6
12/7/2023 12:20,26,2 to 4
12/7/2023 12:21,1690,76.2 to 78.2
12/7/2023 12:22,2630,152.4 to 154.4
12/7/2023 12:23,84,226.6 to 228.6
12/7/2023 12:24,945,2 to 78.2
12/7/2023 12:25,911,2 to 154.4
12/7/2023 12:26,865,2 to 228.6
12/7/2023 14:20,31,2 to 4
12/7/2023 14:21,1740,76.2 to 78.2
12/7/2023 14:22,2760,152.4 to 154.4
12/7/2023 14:23,121,226.6 to 228.6
12/7/2023 14:24,1035,2 to 78.2
12/7/2023 14:25,999,2 to 154.4
12/7/2023 14:26,950,2 to 228.6
12/7/2023 15:20,32,2 to 4
12/7/2023 15:21,1730,76.2 to 78.2
12/7/2023 15:22,2620,152.4 to 154.4
12/7/2023 15:23,154,226.6 to 228.6
12/7/2023 15:24,1088,2 to 78.2
12/7/2023 15:25,1045,2 to 154.4
12/7/2023 15:26,991,2 to 228.6
12/7/2023 16:20,42,2 to 4
12/7/2023 16:21,1730,76.2 to 78.2
12/7/2023 16:22,2580,152.4 to 154.4
12/7/2023 16:23,134,226.6 to 228.6
12/7/2023 16:24,1120,2 to 78.2
12/7/2023 16:25,1210,2 to 154.4
12/7/2023 16:26,1143,2 to 228.6
12/7/2023 18:20,40,2 to 4
12/7/2023 18:21,1760,76.2 to 78.2
12/7/2023 18:22,2730,152.4 to 154.4
12/7/2023 18:23,107,226.6 to 228.6
12/7/2023 18:24,1176,2 to 78.2
12/7/2023 18:25,1118,2 to 154.4
12/7/2023 18:26,1052,2 to 228.6
12/7/2023 19:20,35,2 to 4
12/7/2023 19:21,1740,76.2 to 78.2
12/7/2023 19:22,2630,152.4 to 154.4
12/7/2023 19:23,64,226.6 to 228.6
12/7/2023 19:24,1094,2 to 78.2
12/7/2023 19:25,1030,2 to 154.4
12/7/2023 19:26,966,2 to 228.6
12/7/2023 20:20,32,2 to 4
12/7/2023 20:21,1720,76.2 to 78.2
12/7/2023 20:22,2610,152.4 to 154.4
12/7/2023 20:23,48,226.6 to 228.6
12/7/2023 20:24,1050,2 to 78.2
12/7/2023 20:25,989,2 to 154.4
12/7/2023 20:26,923,2 to 228.6
12/7/2023 22:20,34,2 to 4
12/7/2023 22:21,1710,76.2 to 78.2
12/7/2023 22:22,2780,152.4 to 154.4
12/7/2023 22:23,70,226.6 to 228.6
12/7/2023 22:24,1025,2 to 78.2
12/7/2023 22:25,962,2 to 154.4
12/7/2023 22:26,898,2 to 228.6
12/8/2023 0:20,35,2 to 4
12/8/2023 0:21,1700,76.2 to 78.2
12/8/2023 0:22,2830,152.4 to 154.4
12/8/2023 0:23,55,226.6 to 228.6
12/8/2023 0:24,1031,2 to 78.2
12/8/2023 0:25,961,2 to 154.4
12/8/2023 0:26,898,2 to 228.6
12/8/2023 2:20,38,2 to 4
12/8/2023 2:21,1680,76.2 to 78.2
12/8/2023 2:22,2880,152.4 to 154.4
12/8/2023 2:23,34,226.6 to 228.6
12/8/2023 2:24,1063,2 to 78.2
12/8/2023 2:25,988,2 to 154.4
12/8/2023 2:26,925,2 to 228.6
12/8/2023 4:20,40,2 to 4
12/8/2023 4:21,1670,76.2 to 78.2
12/8/2023 4:22,2900,152.4 to 154.4
12/8/2023 4:23,120,226.6 to 228.6
12/8/2023 4:24,1101,2 to 78.2
12/8/2023 4:25,1026,2 to 154.4
12/8/2023 4:26,962,2 to 228.6
12/8/2023 6:20,42,2 to 4
12/8/2023 6:21,1660,76.2 to 78.2
12/8/2023 6:22,2920,152.4 to 154.4
12/8/2023 6:23,185,226.6 to 228.6
12/8/2023 6:24,1109,2 to 78.2
12/8/2023 6:25,1032,2 to 154.4
12/8/2023 6:26,970,2 to 228.6
12/8/2023 7:20,39,2 to 4
12/8/2023 7:21,1630,76.2 to 78.2
12/8/2023 7:22,2790,152.4 to 154.4
12/8/2023 7:23,206,226.6 to 228.6
12/8/2023 7:24,1084,2 to 78.2
12/8/2023 7:25,1006,2 to 154.4
12/8/2023 7:26,946,2 to 228.6
12/8/2023 8:20,38,2 to 4
12/8/2023 8:21,1600,76.2 to 78.2
12/8/2023 8:22,2750,152.4 to 154.4
12/8/2023 8:23,226,226.6 to 228.6
12/8/2023 8:24,1086,2 to 78.2
12/8/2023 8:25,1010,2 to 154.4
12/8/2023 8:26,953,2 to 228.6
12/8/2023 10:20,44,2 to 4
12/8/2023 10:21,1620,76.2 to 78.2
12/8/2023 10:22,2890,152.4 to 154.4
12/8/2023 10:23,316,226.6 to 228.6
12/8/2023 10:24,1020,2 to 78.2
12/8/2023 10:25,1062,2 to 154.4
12/8/2023 10:26,1003,2 to 228.6
12/8/2023 11:20,43,2 to 4
12/8/2023 11:21,1590,76.2 to 78.2
12/8/2023 11:22,2720,152.4 to 154.4
12/8/2023 11:23,343,226.6 to 228.6
12/8/2023 11:24,1080,2 to 78.2
12/8/2023 11:25,1129,2 to 154.4
12/8/2023 11:26,1062,2 to 228.6
12/8/2023 12:20,46,2 to 4
12/8/2023 12:21,1580,76.2 to 78.2
12/8/2023 12:22,2680,152.4 to 154.4
12/8/2023 12:23,369,226.6 to 228.6
12/8/2023 12:24,1160,2 to 78.2
12/8/2023 12:25,1211,2 to 154.4
12/8/2023 12:26,1147,2 to 228.6
12/8/2023 14:20,63,2 to 4
12/8/2023 14:21,1650,76.2 to 78.2
12/8/2023 14:22,2810,152.4 to 154.4
12/8/2023 14:23,358,226.6 to 228.6
12/8/2023 14:24,1390,2 to 78.2
12/8/2023 14:25,1310,2 to 154.4
12/8/2023 14:26,1381,2 to 228.6
12/8/2023 15:20,66,2 to 4
12/8/2023 15:21,1640,76.2 to 78.2
12/8/2023 15:22,2690,152.4 to 154.4
12/8/2023 15:23,252,226.6 to 228.6
12/8/2023 15:24,1440,2 to 78.2
12/8/2023 15:25,1360,2 to 154.4
12/8/2023 15:26,1280,2 to 228.6
12/8/2023 16:20,69,2 to 4
12/8/2023 16:21,1640,76.2 to 78.2
12/8/2023 16:22,2660,152.4 to 154.4
12/8/2023 16:23,248,226.6 to 228.6
12/8/2023 16:24,1490,2 to 78.2
12/8/2023 16:25,1400,2 to 154.4
12/8/2023 16:26,1320,2 to 228.6
12/8/2023 18:20,82,2 to 4
12/8/2023 18:21,1690,76.2 to 78.2
12/8/2023 18:22,2840,152.4 to 154.4
12/8/2023 18:23,270,226.6 to 228.6
12/8/2023 18:24,1520,2 to 78.2
12/8/2023 18:25,1430,2 to 154.4
12/8/2023 18:26,1340,2 to 228.6
12/8/2023 19:20,79,2 to 4
12/8/2023 19:21,1670,76.2 to 78.2
12/8/2023 19:22,2710,152.4 to 154.4
12/8/2023 19:23,261,226.6 to 228.6
12/8/2023 19:24,1510,2 to 78.2
12/8/2023 19:25,1420,2 to 154.4
12/8/2023 19:26,1330,2 to 228.6
12/8/2023 20:20,78,2 to 4
12/8/2023 20:21,1660,76.2 to 78.2
12/8/2023 20:22,2690,152.4 to 154.4
12/8/2023 20:23,206,226.6 to 228.6
12/8/2023 20:24,1500,2 to 78.2
12/8/2023 20:25,1400,2 to 154.4
12/8/2023 20:26,1310,2 to 228.6
12/8/2023 22:20,79,2 to 4
12/8/2023 22:21,1680,76.2 to 78.2
12/8/2023 22:22,2830,152.4 to 154.4
12/8/2023 22:23,106,226.6 to 228.6
12/8/2023 22:24,1290,2 to 78.2
12/8/2023 22:25,1388,2 to 154.4
12/8/2023 22:26,1304,2 to 228.6
12/9/2023 0:20,84,2 to 4
12/9/2023 0:21,1730,76.2 to 78.2
12/9/2023 0:22,2950,152.4 to 154.4
12/9/2023 0:23,90,226.6 to 228.6
12/9/2023 0:24,1310,2 to 78.2
12/9/2023 0:25,1250,2 to 154.4
12/9/2023 0:26,1304,2 to 228.6
12/9/2023 2:20,87,2 to 4
12/9/2023 2:21,1750,76.2 to 78.2
12/9/2023 2:22,2980,152.4 to 154.4
12/9/2023 2:23,30,226.6 to 228.6
12/9/2023 2:24,1330,2 to 78.2
12/9/2023 2:25,1270,2 to 154.4
12/9/2023 2:26,1315,2 to 228.6
12/9/2023 4:20,90,2 to 4
12/9/2023 4:21,1760,76.2 to 78.2
12/9/2023 4:22,2940,152.4 to 154.4
12/9/2023 4:23,-57,226.6 to 228.6
12/9/2023 4:24,1340,2 to 78.2
12/9/2023 4:25,1280,2 to 154.4
12/9/2023 4:26,1327,2 to 228.6
12/9/2023 6:20,87,2 to 4
12/9/2023 6:21,1790,76.2 to 78.2
12/9/2023 6:22,2920,152.4 to 154.4
12/9/2023 6:23,38,226.6 to 228.6
12/9/2023 6:24,1330,2 to 78.2
12/9/2023 6:25,1260,2 to 154.4
12/9/2023 6:26,1315,2 to 228.6
12/9/2023 7:20,82,2 to 4
12/9/2023 7:21,1750,76.2 to 78.2
12/9/2023 7:22,2800,152.4 to 154.4
12/9/2023 7:23,66,226.6 to 228.6
12/9/2023 7:24,1350,2 to 78.2
12/9/2023 7:25,1280,2 to 154.4
12/9/2023 7:26,1334,2 to 228.6
12/9/2023 8:20,85,2 to 4
12/9/2023 8:21,1720,76.2 to 78.2
12/9/2023 8:22,2740,152.4 to 154.4
12/9/2023 8:23,101,226.6 to 228.6
12/9/2023 8:24,1360,2 to 78.2
12/9/2023 8:25,1290,2 to 154.4
12/9/2023 8:26,1354,2 to 228.6
12/9/2023 10:20,97,2 to 4
12/9/2023 10:21,1770,76.2 to 78.2
12/9/2023 10:22,2810,152.4 to 154.4
12/9/2023 10:23,116,226.6 to 228.6
12/9/2023 10:24,1480,2 to 78.2
12/9/2023 10:25,1400,2 to 154.4
12/9/2023 10:26,1320,2 to 228.6
12/9/2023 11:20,96,2 to 4
12/9/2023 11:21,1780,76.2 to 78.2
12/9/2023 11:22,2610,152.4 to 154.4
12/9/2023 11:23,222,226.6 to 228.6
12/9/2023 11:24,1580,2 to 78.2
12/9/2023 11:25,1490,2 to 154.4
12/9/2023 11:26,1390,2 to 228.6
12/9/2023 12:20,97,2 to 4
12/9/2023 12:21,1800,76.2 to 78.2
12/9/2023 12:22,2480,152.4 to 154.4
12/9/2023 12:23,315,226.6 to 228.6
12/9/2023 12:24,1620,2 to 78.2
12/9/2023 12:25,1520,2 to 154.4
12/9/2023 12:26,1430,2 to 228.6
12/9/2023 14:20,111,2 to 4
12/9/2023 14:21,1910,76.2 to 78.2
12/9/2023 14:22,2440,152.4 to 154.4
12/9/2023 14:23,430,226.6 to 228.6
12/9/2023 14:24,1810,2 to 78.2
12/9/2023 14:25,1700,2 to 154.4
12/9/2023 14:26,1590,2 to 228.6
12/9/2023 15:20,104,2 to 4
12/9/2023 15:21,1900,76.2 to 78.2
12/9/2023 15:22,2290,152.4 to 154.4
12/9/2023 15:23,409,226.6 to 228.6
12/9/2023 15:24,1780,2 to 78.2
12/9/2023 15:25,1670,2 to 154.4
12/9/2023 15:26,1560,2 to 228.6
12/9/2023 16:20,101,2 to 4
12/9/2023 16:21,1900,76.2 to 78.2
12/9/2023 16:22,2240,152.4 to 154.4
12/9/2023 16:23,403,226.6 to 228.6
12/9/2023 16:24,1750,2 to 78.2
12/9/2023 16:25,1640,2 to 154.4
12/9/2023 16:26,1540,2 to 228.6
12/9/2023 18:20,101,2 to 4
12/9/2023 18:21,1960,76.2 to 78.2
12/9/2023 18:22,2380,152.4 to 154.4
12/9/2023 18:23,321,226.6 to 228.6
12/9/2023 18:24,1710,2 to 78.2
12/9/2023 18:25,1600,2 to 154.4
12/9/2023 18:26,1500,2 to 228.6
12/9/2023 19:20,103,2 to 4
12/9/2023 19:21,1950,76.2 to 78.2
12/9/2023 19:22,2310,152.4 to 154.4
12/9/2023 19:23,250,226.6 to 228.6
12/9/2023 19:24,1590,2 to 78.2
12/9/2023 19:25,1440,2 to 154.4
12/9/2023 19:26,1300,2 to 228.6
12/9/2023 20:20,63,2 to 4
12/9/2023 20:21,1450,76.2 to 78.2
12/9/2023 20:22,2420,152.4 to 154.4
12/9/2023 20:23,290,226.6 to 228.6
12/9/2023 20:24,1011,2 to 78.2
12/9/2023 20:25,1029,2 to 154.4
12/9/2023 20:26,997,2 to 228.6
12/9/2023 22:20,54,2 to 4
12/9/2023 22:21,720,76.2 to 78.2
12/9/2023 22:22,2710,152.4 to 154.4
12/9/2023 22:23,405,226.6 to 228.6
12/9/2023 22:24,967,2 to 78.2
12/9/2023 22:25,1012,2 to 154.4
12/9/2023 22:26,983,2 to 228.6
12/10/2023 0:20,47,2 to 4
12/10/2023 0:21,751,76.2 to 78.2
12/10/2023 0:22,2830,152.4 to 154.4
12/10/2023 0:23,425,226.6 to 228.6
12/10/2023 0:24,902,2 to 78.2
12/10/2023 0:25,940,2 to 154.4
12/10/2023 0:26,917,2 to 228.6
12/10/2023 2:20,41,2 to 4
12/10/2023 2:21,990,76.2 to 78.2
12/10/2023 2:22,2950,152.4 to 154.4
12/10/2023 2:23,454,226.6 to 228.6
12/10/2023 2:24,835,2 to 78.2
12/10/2023 2:25,844,2 to 154.4
12/10/2023 2:26,826,2 to 228.6
12/10/2023 4:20,36,2 to 4
12/10/2023 4:21,1190,76.2 to 78.2
12/10/2023 4:22,3070,152.4 to 154.4
12/10/2023 4:23,471,226.6 to 228.6
12/10/2023 4:24,822,2 to 78.2
12/10/2023 4:25,820,2 to 154.4
12/10/2023 4:26,806,2 to 228.6
12/10/2023 6:20,30,2 to 4
12/10/2023 6:21,1310,76.2 to 78.2
12/10/2023 6:22,3190,152.4 to 154.4
12/10/2023 6:23,518,226.6 to 228.6
12/10/2023 6:24,755,2 to 78.2
12/10/2023 6:25,741,2 to 154.4
12/10/2023 6:26,728,2 to 228.6
12/10/2023 7:20,27,2 to 4
12/10/2023 7:21,1320,76.2 to 78.2
12/10/2023 7:22,3100,152.4 to 154.4
12/10/2023 7:23,533,226.6 to 228.6
12/10/2023 7:24,759,2 to 78.2
12/10/2023 7:25,738,2 to 154.4
12/10/2023 7:26,724,2 to 228.6
12/10/2023 8:20,24,2 to 4
12/10/2023 8:21,1340,76.2 to 78.2
12/10/2023 8:22,3100,152.4 to 154.4
12/10/2023 8:23,533,226.6 to 228.6
12/10/2023 8:24,791,2 to 78.2
12/10/2023 8:25,766,2 to 154.4
12/10/2023 8:26,750,2 to 228.6
12/10/2023 10:20,21,2 to 4
12/10/2023 10:21,1380,76.2 to 78.2
12/10/2023 10:22,3290,152.4 to 154.4
12/10/2023 10:23,538,226.6 to 228.6
12/10/2023 10:24,859,2 to 78.2
12/10/2023 10:25,828,2 to 154.4
12/10/2023 10:26,809,2 to 228.6
12/10/2023 11:20,19,2 to 4
12/10/2023 11:21,1370,76.2 to 78.2
12/10/2023 11:22,3200,152.4 to 154.4
12/10/2023 11:23,518,226.6 to 228.6
12/10/2023 11:24,897,2 to 78.2
12/10/2023 11:25,865,2 to 154.4
12/10/2023 11:26,844,2 to 228.6
12/10/2023 12:20,17,2 to 4
12/10/2023 12:21,1380,76.2 to 78.2
12/10/2023 12:22,3170,152.4 to 154.4
12/10/2023 12:23,507,226.6 to 228.6
12/10/2023 12:24,900,2 to 78.2
12/10/2023 12:25,862,2 to 154.4
12/10/2023 12:26,845,2 to 228.6
12/10/2023 14:20,17,2 to 4
12/10/2023 14:21,1460,76.2 to 78.2
12/10/2023 14:22,3280,152.4 to 154.4
12/10/2023 14:23,396,226.6 to 228.6
12/10/2023 14:24,957,2 to 78.2
12/10/2023 14:25,910,2 to 154.4
12/10/2023 14:26,883,2 to 228.6
12/10/2023 15:20,15,2 to 4
12/10/2023 15:21,1450,76.2 to 78.2
12/10/2023 15:22,3180,152.4 to 154.4
12/10/2023 15:23,320,226.6 to 228.6
12/10/2023 15:24,949,2 to 78.2
12/10/2023 15:25,901,2 to 154.4
